122.286

14

139
102
20.1781005900	4.7966604597	3.2947041860	V1
0	1	0	0
20.1781005900	6.0627630497	3.6113042260	V1
0	1	0	0
20.4945999200	3.2140600397	2.0287053460	V1
0	1	0	0
20.4945999200	3.5305608997	5.8269048060	V1
0	1	0	0
20.4945999200	5.4296621597	5.1938054460	V1
0	1	0	0
1.0286800400	13.8174596997	14.8477055960	V1
0	1	0	0
18.7537002600	-2.3250390803	-1.9277949040	V1
0	1	0	0
20.8110992400	5.7461614897	3.6113042260	V1
0	1	0	0
19.3867996200	-4.8571389903	1.2374043760	V1
0	1	0	0
21.1276001000	5.1131612997	4.2443044160	V1
0	1	0	0
19.7033004800	-10.5544992203	-3.8268946340	V1
0	1	0	0
21.4440994300	5.1131612997	2.6617039960	V1
0	1	0	0
22.7102005000	3.5305608997	4.2443044160	V1
0	1	0	0
23.0267013600	1.9479604997	6.1434041360	V1
0	1	0	0
23.3432006900	4.7966604597	3.6113042260	V1
0	1	0	0
26.8250000000	4.4801595897	-0.1869959540	V1

86
68
0	0	10	0
25.1790599120	1.0801365847	0.4400974660	I10
0	0	9	0
25.6819547878	0.4681878140	0.6546175760	I9
0	0	6	0
24.4246999117	1.0221100040	-0.3036992240	I6
0	0	5	0
25.3056796280	0.0355966327	1.1364376480	I5
0	0	4	0
24.9654007050	0.5341266782	-0.0267575440	I4
0	0	2	0
24.8466995300	4.9258262807	1.1206179460	I2
0	0	2	0
28.8822998100	-2.2750228793	-1.6489327540	I2
0	0	1	0
10.5241996800	-1.6419235093	8.6379168360	I1
0	0	1	0
11.7903000000	-13.6696433893	7.6884173260	I1
0	0	1	0
12.1068008400	0.2571762207	0.7249178660	I1
0	0	1	0
15.9050994900	6.2709762707	-2.1236836640	I1
0	0	1	0
19.0701995900	5.9544769407	-1.8071828040	I1
0	0	1	0
19.7033004800	2.4727768107	-5.6054127840	I1
0	0	1	0
20.3363006600	-1.9584228393	-4.9723729340	I1
0	0	1	0
20.9694000300	3.7388763607	0.0919176860	I1
0	0	1	0
20.9694000300	4.0553772107	0.4084170160	I1
0	0	1	0
22.2354003900	-1.0089233293	-3.7062924540	I1
0	0	1	0
22.2354003900	-0.6924239893	-4.0228123840	I1
0	0	1	0
25.4005996700	5.6379760907	1.0415179060	I1
0	0	1	0
26.0337005600	1.2067764507	0.0919176860	I1
0	0	1	0
26.0337005600	1.5232772907	0.4084170160	I1
0	0	1	0
28.5657989500	-2.5915237293	-1.4906827040	I1
0	0	1	0
10.2077003500	-13.0366035293	3.5736178260	I1
0	0	1	0
7.2008003200	-8.1305732593	13.2274187860	I1
0	0	1	0
7.8338401800	-8.1305732593	4.9979174460	I1
0	0	1	0
10.3660003700	-13.1948636893	4.0484179360	I1
0	0	1	0
10.9989998000	-2.4332229493	-3.8645528040	I1
0	0	1	0
11.6320999200	-7.4975333993	9.4292177960	I1
0	0	1	0
13.5311996500	1.6814758407	0.2502169460	I1
0	0	1	0
15.4302993800	6.1127762107	-7.9792927940	I1
0	0	1	0
15.7468002300	6.1127762107	1.1997179860	I1
0	0	1	0
15.7468002300	6.7457779107	-1.6488827840	I1
0	0	1	0
17.0128997800	-2.1167236193	-0.6993825140	I1
0	0	1	0
25.5588989300	1.0484771907	0.2502169460	I1
0	0	1	0
25.8753997800	1.9979767007	0.8832171260	I1
0	0	1	0
29.9901001000	-3.6993232593	-2.9149823340	I1
0	0	1	0
30.6231994600	-4.3323234393	-2.5984830040	I1
0	9	0	0
22.2881664722	0.4506101995	-0.6641826917	V9
0	5	0	0
21.6023999060	1.4599362347	-1.1741424920	V5
0	4	0	0
21.2858497650	0.0988769707	-1.4906327390	V4
0	2	0	0
20.9694000300	2.1562759507	0.2501673510	V2
0	2	0	0
21.9188995400	0.2571762207	-1.9654332340	V2
0	2	0	0
19.3867500350	-0.5341232193	-2.9149823340	V2
0	2	0	0
22.0771987900	1.5232261807	1.5162173160	V2
0	1	0	0
16.5380996700	-0.0593231093	-2.1236836640	V1
0	1	0	0
17.4876999000	2.4727768107	-0.5410824940	V1
0	1	0	0
17.8042007400	1.8397766207	-2.7567830240	V1
0	1	0	0
18.7537002600	1.2067764507	-3.7062924540	V1
0	1	0	0
19.0701995900	-1.0089233293	-2.4401829940	V1
0	1	0	0
19.7033004800	-1.3254241793	-1.1741818640	V1
0	1	0	0
20.0197998100	-0.3758239593	0.0919176860	V1
0	1	0	0
20.0197998100	0.8901764107	-1.4906827040	V1
0	1	0	0
20.3363006600	1.8397766207	-2.1236836640	V1
0	1	0	0
20.6527999900	1.8397766207	-0.5410824940	V1
0	1	0	0
21.9188995400	1.5232772907	1.9910174160	V1
0	1	0	0
22.2354003900	1.8397766207	-2.4401829940	V1
0	1	0	0
22.5518997200	0.5736770807	-2.1236836640	V1
0	1	0	0
22.5518997200	1.5232772907	-1.4906827040	V1
0	1	0	0
22.5518997200	1.5232772907	-0.8575833540	V1
0	1	0	0
22.8684997600	2.1562759507	0.0919176860	V1
0	1	0	0
24.1345001200	0.5736770807	0.7249178660	V1
0	1	0	0
28.2493011500	0.8901764107	-1.8071828040	V1
0	1	0	0
29.5153991700	1.2067764507	-2.1236836640	V1
0	1	0	0
11.3154998800	-7.1810134693	7.5301165360	V1
0	1	0	0
11.6320999200	-8.1305732593	7.8466173960	V1
0	1	0	0
12.5816001900	-9.7131637393	7.5301165360	V1
0	1	0	0
17.3294006400	-1.4837234293	-2.2819829040	V1
0	1	0	0
18.5955001800	1.9979767007	-0.3828824240	V1
0	1	0	0
18.9119995100	-0.5341232193	-4.4975926540	V1
0	1	0	0
19.2285003700	-0.8506240693	-0.3828824240	V1
0	1	0	0
11.1572990400	-8.2888236893	7.6884173260	V1
0	1	0	0
19.5449997000	-1.1671233993	-1.9654828240	V1
0	1	0	0
19.8615005500	1.0484771907	-2.5984830040	V1
0	1	0	0
19.8615005500	1.6814758407	0.2502169460	V1
0	1	0	0
20.1781005900	-0.8506240693	-2.9149823340	V1
0	1	0	0
20.1781005900	-0.2176238893	-1.3323826940	V1
0	1	0	0
20.4945999200	-0.5341232193	0.8832171260	V1
0	1	0	0
20.8110992400	1.3649765207	0.8832171260	V1
0	1	0	0
11.1572990400	-6.3897132693	5.1562166960	V1
0	1	0	0
21.4440994300	1.0484771907	1.1997179860	V1
0	1	0	0
13.0563995400	-6.0732230993	8.0049166560	V1
0	1	0	0
22.3936996600	0.0988769707	-2.2819829040	V1
0	1	0	0
23.0267013600	1.3649765207	-1.3323826940	V1
0	1	0	0
23.3432006900	0.0988769707	-1.6488827840	V1
0	1	0	0
23.6598022500	1.6814758407	-1.6488827840	V1
0	1	0	0
24.9257980400	3.8971771407	-1.3323826940	V1

113
112
0	0	67	0
16.6892747827	-0.3695179541	-1.4544471496	I67
0	0	8	0
10.3857625988	0.6429219608	5.9149303050	I8
0	0	4	0
11.3155246750	0.8209594133	5.4995185487	I4
0	0	1	0
9.8912101800	-0.7616661617	-6.5281971388	I1
0	0	1	0
9.8912101800	0.1879340483	6.1325931212	I1
0	0	1	0
11.7903000000	-3.6102654117	4.8664935712	I1
0	0	1	0
11.7903000000	0.8209342383	-0.8309063388	I1
0	0	1	0
12.4233993500	-2.3442650517	-2.4134075588	I1
0	0	1	0
13.3729003900	-0.1285652817	-2.0969066987	I1
0	0	1	0
15.2720001200	5.5687339183	0.4351932113	I1
0	0	1	0
16.2216003400	-1.3946663517	-0.8309063388	I1
0	0	1	0
16.5380996700	1.1375342783	-0.5143062988	I1
0	0	1	0
16.8546005300	0.1879340483	-2.4134075588	I1
0	0	1	0
18.7537002600	-1.0781655017	-5.2621166588	I1
0	0	1	0
19.0701995900	-2.9772652317	-3.6795078688	I1
0	0	1	0
20.0197998100	5.2522361083	-2.0969066987	I1
0	0	1	0
20.3363006600	-2.6607659017	1.7012927612	I1
0	0	1	0
20.9694000300	1.7705344483	-1.4639065187	I1
0	0	1	0
21.2858993600	2.0870337783	-1.4639065187	I1
0	0	1	0
21.2858993600	2.4035346383	-1.7804073687	I1
0	0	1	0
21.6024017300	-2.0276650117	-3.3630070088	I1
0	0	1	0
29.5153991700	-0.7616661617	-6.2116772088	I1
0	0	1	0
11.9486000100	-5.3511658217	-3.2047069887	I1
0	0	1	0
15.7468002300	-0.9198662417	-0.6726070787	I1
0	0	1	0
16.3798004200	-5.6676659217	2.1760928713	I1
0	0	1	0
17.0128997800	-2.8189659717	2.8090930612	I1
0	0	1	0
17.0128997800	0.6627341583	-0.3561062187	I1
0	0	1	0
17.3294006400	3.5113349283	-10.4846767787	I1
0	0	1	0
17.6458999700	3.1948340783	-10.4846767787	I1
0	0	1	0
17.6458999700	3.8279349683	4.0751926013	I1
0	0	1	0
17.6458999700	4.1444342983	3.7586932712	I1
0	0	1	0
20.4945999200	4.7774344783	-1.9387066288	I1
0	0	1	0
20.8110992400	2.2453345583	-1.9387066288	I1
0	0	1	0
20.8110992400	2.5618338883	-2.2552067188	I1
0	0	1	0
21.1276001000	1.9287345283	-1.9387066288	I1
0	0	1	0
21.1276001000	2.2453345583	-2.2552067188	I1
0	6	0	0
14.0059005700	0.6626845733	3.9168928412	V6
0	4	0	0
12.5816497800	1.7705344483	3.1256434962	V4
0	4	0	0
13.0563995400	0.0296843833	4.7082431412	V4
0	3	0	0
16.5381001833	-4.0322991050	-6.0006636654	V3
0	3	0	0
12.9508997633	1.0320009316	3.1783933846	V3
0	3	0	0
13.0036331200	0.7682008783	4.7082263579	V3
0	3	0	0
16.3271001167	-3.5047656350	-3.0465069087	V3
0	3	0	0
13.6893997200	-0.1285652817	3.6003930013	V3
0	2	0	0
10.6824996950	0.8209342383	2.3342929513	V2
0	2	0	0
11.4737999000	2.5617843033	3.6003924912	V2
0	2	0	0
17.0128501950	-3.2937660817	-5.5786365887	V2
0	2	0	0
14.9554992700	0.1879340483	3.4421428263	V2
0	2	0	0
13.5311500550	-1.0781655017	2.3342929513	V2
0	2	0	0
17.6459503200	1.4540351183	-2.7300060688	V2
0	2	0	0
13.8476501450	0.1879340483	2.3342929513	V2
0	2	0	0
21.1276496950	0.5044349083	-3.0465069087	V2
0	2	0	0
12.2651001000	2.0870345433	1.5429935113	V2
0	2	0	0
13.5311996500	0.0296347983	4.5499431262	V2
0	2	0	0
13.8477005000	1.2957343483	3.9169429362	V2
0	2	0	0
21.7606994700	-0.1286156317	-3.8378071088	V2
0	2	0	0
16.0632995600	-3.1354653017	-6.8447117238	V2
0	2	0	0
16.5381004400	-2.8189659717	-4.7873066288	V2
0	1	0	0
13.0563995400	1.1375342783	5.4994937513	V1
0	1	0	0
14.9554992700	4.6192344083	3.9168933512	V1
0	1	0	0
15.5884994600	-3.6102654117	-4.3126072288	V1
0	1	0	0
15.9050994900	2.4035346383	3.9168933512	V1
0	1	0	0
16.2216003400	-3.2937660817	-0.5143062988	V1
0	1	0	0
16.5380996700	2.7200339683	3.2838931613	V1
0	1	0	0
16.8546005300	-4.2433647817	-4.3126072288	V1
0	1	0	0
17.1710998600	-3.9267662717	-5.2621166588	V1
0	1	0	0
17.1710998600	-3.6102654117	-1.7804073687	V1
0	1	0	0
17.1710998600	0.8209342383	3.9168933512	V1
0	1	0	0
17.4876999000	1.1375342783	-3.6795078688	V1
0	1	0	0
18.1207000700	0.5044349083	-4.6291065588	V1
0	1	0	0
18.7537002600	-0.1285652817	-3.6795078688	V1
0	1	0	0
19.0701995900	5.2522361083	-0.8309063388	V1
0	1	0	0
19.3867996200	-1.3946663517	-2.7300060688	V1
0	1	0	0
20.0197998100	-1.0781655017	-4.9455967288	V1
0	1	0	0
20.9694000300	-0.4450661317	-3.9960071988	V1
0	1	0	0
11.7903000000	0.5044349083	2.0177936212	V1
0	1	0	0
21.2858993600	0.1879340483	-3.6795078688	V1
0	1	0	0
10.9989998000	2.5618338883	3.7586932712	V1
0	1	0	0
10.9989998000	2.8783347483	2.4925937312	V1
0	1	0	0
11.6320999200	2.2453345583	3.1255923812	V1
0	1	0	0
12.2651001000	0.6627341583	4.0751926013	V1
0	1	0	0
11.7903000000	3.6696341883	2.6508929913	V1
0	1	0	0
12.2651001000	3.1948340783	2.8090930612	V1
0	1	0	0
12.5816001900	0.3462348383	1.5429935113	V1
0	1	0	0
12.5816001900	1.2957343483	3.1255923812	V1
0	1	0	0
12.8981002800	0.6627341583	2.8090930612	V1
0	1	0	0
13.2147003200	-1.2363655717	5.6577930112	V1
0	1	0	0
13.2147003200	1.2957343483	2.4925937312	V1
0	1	0	0
12.7399002100	2.0870337783	2.3342929513	V1
0	1	0	0
13.5311996500	0.3462348383	3.4420932413	V1
0	1	0	0
13.3729003900	0.8209342383	2.6508929913	V1
0	1	0	0
13.8477005000	2.2453345583	6.6072925212	V1
0	1	0	0
14.1641998300	-1.8694649317	3.7586932712	V1
0	1	0	0
14.7972000200	0.9792350183	-0.3561062187	V1
0	1	0	0
13.3729003900	1.7705344483	5.4994937513	V1
0	1	0	0
15.7468002300	0.3462348383	-3.2047069887	V1
0	1	0	0
15.7468002300	2.5618338883	4.3916934613	V1
0	1	0	0
16.0632995600	-4.7180657017	0.2769931413	V1
0	1	0	0
13.6893997200	0.5044349083	0.7516925512	V1
0	1	0	0
16.0632995600	-3.1354653017	-3.5213070288	V1
0	1	0	0
14.3225006100	1.7705344483	4.8664935712	V1
0	1	0	0
16.3798004200	-2.5024651217	0.5934924712	V1
0	1	0	0
16.3798004200	-2.1859657917	-0.9891064088	V1
0	1	0	0
15.4302993800	2.5618338883	1.5429935113	V1
0	1	0	0
16.6964004600	1.2957343483	-4.4708065387	V1
0	1	0	0
17.0128997800	-4.4015656117	-7.0029667288	V1
0	1	0	0
17.9623992900	3.1948340783	-4.7873066288	V1
0	1	0	0
18.2789001500	1.6122336683	3.1255923812	V1
0	1	0	0
18.5955001800	-4.0850655217	-1.3056072588	V1
0	1	0	0
18.9119995100	0.9792350183	-2.2552067188	V1
0	1	0	0
21.4440994300	-2.5024651217	-5.1038570788	V1
0	1	0	0
21.4440994300	-0.6033653917	-2.2552067188	V1
0	1	0	0
16.6964004600	-2.8189659717	4.7081927912	V1

212
157
0	0	16	0
16.9337500613	-3.0045130188	4.7703260482	I16
0	0	14	0
24.6997643643	-6.6473247019	6.8474925786	I14
0	0	8	0
17.7843874000	-3.5188565669	3.8603695001	I8
0	0	7	0
24.4284713757	-4.0925676647	4.2475068572	I7
0	0	5	0
24.1345196540	-6.1499614239	5.9612267761	I5
0	0	5	0
23.9129803480	-3.7760615779	3.5873470761	I5
0	0	3	0
16.4853332533	0.6552179215	0.9918737501	I3
0	0	2	0
22.3145500250	-3.0638820119	11.5161565851	I2
0	0	2	0
33.7883499150	11.5751179281	-7.3958530299	I2
0	0	2	0
16.1424499500	-2.2725818169	5.6605566101	I2
0	0	2	0
34.9753006000	14.0281193281	-7.7915029899	I2
0	0	2	0
36.2413497950	15.7689686331	-7.6332429799	I2
0	0	2	0
28.1701507650	-7.9699313619	9.1422567401	I2
0	0	2	0
17.0919998200	-3.0638820119	4.0779569701	I2
0	0	2	0
36.3204986600	11.2585682431	-6.2880332899	I2
0	0	1	0
15.9050994900	-6.1499812619	4.9484075601	I1
0	0	1	0
16.5380996700	-6.4664821119	4.3153066701	I1
0	0	1	0
16.5380996700	-2.3516810919	5.2649068901	I1
0	0	1	0
16.5380996700	2.0795185581	-2.6480729999	I1
0	0	1	0
16.8546005300	0.4969181581	0.5171171301	I1
0	0	1	0
16.8546005300	0.8135181981	0.8336073001	I1
0	0	1	0
17.8042007400	-3.6177821619	3.3658071601	I1
0	0	1	0
21.9188995400	-2.9847819719	11.2787069401	I1
0	0	1	0
23.1850006200	-7.7324824819	12.2283086801	I1
0	0	1	0
23.5014984100	-7.4159816219	12.2283086801	I1
0	0	1	0
23.5014984100	-3.3012813019	3.3658071601	I1
0	0	1	0
23.8179992700	-7.4159816219	6.8475072901	I1
0	0	1	0
24.7676010200	-7.0994822919	6.5310064401	I1
0	0	1	0
25.0841018800	-8.6820819319	11.2787069401	I1
0	0	1	0
27.2997009400	-2.6681819319	4.6318075201	I1
0	0	1	0
31.4144989000	12.2081196381	-6.1297731299	I1
0	0	1	0
32.3640014700	12.2081196381	-5.8132631199	I1
0	0	1	0
32.3640014700	13.7907185081	-6.1297731299	I1
0	0	1	0
33.6300994900	11.8916187781	-7.7123729599	I1
0	0	1	0
33.6300994900	12.2081196381	-8.0288831599	I1
0	0	1	0
33.6300994900	13.7907185081	-8.9784430299	I1
0	0	1	0
33.9466003400	11.5751179281	-5.8132631199	I1
0	0	1	0
34.5796997100	14.7403187281	-8.3454130099	I1
0	0	1	0
34.8962005600	-17.5446017719	-7.3958530299	I1
0	0	1	0
34.8962005600	13.1577167981	-7.0793331099	I1
0	0	1	0
34.8962005600	13.7907185081	-7.3958530299	I1
0	0	1	0
35.5291992200	-17.2280818419	-7.0793331099	I1
0	0	1	0
35.5291992200	9.6760181981	-6.7628129899	I1
0	0	1	0
35.8457000800	-12.7968219219	-8.3454130099	I1
0	0	1	0
35.8457000800	11.2586170681	-6.1297731299	I1
0	0	1	0
36.4787994400	-10.2646716519	-8.3454130099	I1
0	0	1	0
36.4787994400	16.0063190981	-8.0288831599	I1
0	0	1	0
37.4282989500	-17.5446017719	-8.0288831599	I1
0	0	1	0
37.7447998100	-10.5811915819	-8.6619260699	I1
0	0	1	0
0.2373889900	12.9994190781	-5.3384832299	I1
0	0	1	0
2.1364999800	-15.8037517019	-7.2375930699	I1
0	0	1	0
15.1138000500	-8.8403819519	1.3084066501	I1
0	0	1	0
15.4302993800	-5.6751811419	2.5745069601	I1
0	0	1	0
15.4302993800	0.6552174081	0.3588567801	I1
0	0	1	0
16.0632995600	-6.6246821819	4.4736074501	I1
0	0	1	0
16.3798004200	-2.1934825419	6.0562063301	I1
0	0	1	0
18.2789001500	-3.1429820519	3.5240072301	I1
0	0	1	0
18.5955001800	-8.8403819519	9.2214071301	I1
0	0	1	0
22.0771987900	-8.8403819519	11.1205068701	I1
0	0	1	0
23.3432006900	-3.7760814119	2.8910070501	I1
0	0	1	0
23.9763000500	-6.9411815119	6.6892065101	I1
0	0	1	0
23.9763000500	-6.6246821819	6.3727071801	I1
0	0	1	0
23.9763000500	-4.0925822719	4.1571066001	I1
0	0	1	0
24.2927993800	-5.6751811419	6.0562063301	I1
0	0	1	0
24.6093002300	-5.9916820019	6.0562063301	I1
0	0	1	0
24.6093002300	-5.9916820019	6.6892065101	I1
0	0	1	0
24.6093002300	-4.0925822719	4.7901067801	I1
0	0	1	0
24.9257980400	-9.1568820319	11.7535070501	I1
0	0	1	0
24.9257980400	-4.0925822719	4.4736074501	I1
0	0	1	0
28.7240997300	-2.5099818619	1.9414068301	I1
0	0	1	0
29.3571014400	-4.4090816019	9.5379064601	I1
0	0	1	0
31.5726989800	11.4168171481	-5.3384832299	I1
0	0	1	0
32.8388000500	10.4673176281	-7.5541129999	I1
0	0	1	0
33.1553009100	12.3664143081	-5.6550031599	I1
0	0	1	0
33.7884002800	-18.9689418319	-6.6045528299	I1
0	0	1	0
33.7884002800	17.1142170481	-6.9210731399	I1
0	0	1	0
34.1049011200	9.5177174181	-9.1367040599	I1
0	0	1	0
34.1049011200	12.9994190781	-7.5541129999	I1
0	0	1	0
34.1049011200	14.5820179481	-7.8706330199	I1
0	0	1	0
34.7378997800	12.0499195581	-8.1871530499	I1
0	0	1	0
34.7378997800	16.1646168281	-8.5036660099	I1
0	0	1	0
35.0544006400	-16.7533118719	-7.2375930699	I1
0	0	1	0
35.0544006400	11.1003193381	-4.3889230699	I1
0	0	1	0
35.3709991500	7.3021168281	-4.7054429899	I1
0	0	1	0
